category,department,brand,inventory_units,inventory_cost,inventory_retail_value,units_sold_90d,sell_through_proxy,weeks_of_supply_proxy
Pants & Capris,Women,Grane,8,90.94,156.8,1,0.1111,8.0
Accessories,Men,Fox Racing,8,90.65,207.92,1,0.1111,8.0
Plus,Women,Victorian Heart Co. Inc.,8,87.94,191.6,0,0.0,
Plus,Women,Dakota,8,87.03,184.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Honey Bun,8,86.4,192.0,1,0.1111,8.0
Maternity,Women,Devon & Jones,8,84.76,199.44,1,0.1111,8.0
Socks,Men,Toddland,8,84.24,144.0,0,0.0,
Sleep & Lounge,Men,Playboy,8,83.13,215.92,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Cleverbrand,8,83.0,159.92,1,0.1111,8.0
Pants,Men,Burton,8,82.18,183.84,0,0.0,
Active,Men,Spalding,8,80.4,200.0,0,0.0,
Plus,Women,Wolfmark,8,79.2,144.0,0,0.0,
Sleep & Lounge,Men,ESPN,8,78.62,208.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,blank apparel,8,78.42,167.92,0,0.0,
Dresses,Women,Maud Sylvina,8,78.36,159.92,0,0.0,
Socks,Men,CATAWBA,8,75.31,119.92,0,0.0,
Tops & Tees,Women,Russell Athletic,8,71.95,119.92,0,0.0,
Plus,Women,Sealed with a Kiss Designs Plus Size,8,71.74,152.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Poof,8,69.95,143.92,0,0.0,
Shorts,Men,Greg Norman,8,66.17,135.6,1,0.1111,8.0
Leggings,Women,Queen,8,63.6,102.92,1,0.1111,8.0
Tops & Tees,Women,Anna-Kaci,8,62.94,119.2,0,0.0,
Sleep & Lounge,Women,Touch of Europe Boxers,8,62.77,103.92,1,0.1111,8.0
Accessories,Women,Florida Hat Company,8,62.69,159.92,1,0.1111,8.0
Underwear,Men,UnderFit,8,62.56,136.0,1,0.1111,8.0
Socks,Men,Field & Stream,8,62.4,110.24,1,0.1111,8.0
Socks & Hosiery,Women,Solmate,8,61.6,160.0,1,0.1111,8.0
Pants & Capris,Women,Nicole Miller,8,61.59,119.6,0,0.0,
Leggings,Women,Davco,8,61.58,95.92,1,0.1111,8.0
Underwear,Men,M. Stevens,8,60.32,116.0,3,0.2727,2.67
Intimates,Women,Flirt,8,60.08,119.92,1,0.1111,8.0
Accessories,Women,Manzella,8,58.15,144.65,1,0.1111,8.0
Plus,Women,INDERA THERMALS,8,55.0,110.0,0,0.0,
Pants,Men,Duofold,8,53.64,120.0,0,0.0,
Jeans,Women,Bristols 6,8,52.8,96.0,0,0.0,
Sweaters,Women,Fashion,8,52.71,111.92,0,0.0,
Leggings,Women,Angelina,8,51.55,79.92,0,0.0,
Plus,Women,Berkshire,8,50.73,93.96,0,0.0,
Socks & Hosiery,Women,Tabbisocks,8,50.18,128.0,0,0.0,
Skirts,Women,ADAR UNIFORMS,8,50.14,111.92,1,0.1111,8.0
Socks & Hosiery,Women,Ymid Select,8,49.2,135.92,0,0.0,
Accessories,Women,HOT,8,46.59,119.92,0,0.0,
Sleep & Lounge,Women,Jolie,8,46.43,79.92,0,0.0,
Tops & Tees,Women,PacSun,8,46.27,79.92,2,0.2,4.0
Blazers & Jackets,Women,Women Only,8,45.94,116.0,0,0.0,
Socks & Hosiery,Women,,8,45.7,128.0,0,0.0,
Accessories,Women,Hollywood Mirror,8,45.21,119.92,0,0.0,
Tops & Tees,Men,Louisville,8,44.58,79.6,0,0.0,
Jumpsuits & Rompers,Women,Love Tease,8,42.88,87.52,0,0.0,
Sleep & Lounge,Men,Nvie Designs,8,42.09,119.92,0,0.0,
Accessories,Women,Texcyngoods,8,41.1,100.0,0,0.0,
Accessories,Men,SWG EYEWEARÂ®,8,35.75,83.92,1,0.1111,8.0
Underwear,Men,Wanted,8,35.74,71.76,0,0.0,
Accessories,Women,SWG EYEWEARÂ®,8,30.88,83.92,2,0.2,4.0
Socks & Hosiery,Women,Velvet,8,29.54,79.92,2,0.2,4.0
Accessories,Women,Gravity,8,25.22,56.16,1,0.1111,8.0
Socks,Men,BH Medwear,8,22.9,36.0,0,0.0,
Shorts,Women,Loravicci,8,21.12,39.92,1,0.1111,8.0
Accessories,Women,Blue Q,8,19.48,51.12,0,0.0,
Accessories,Women,Selini NY,8,18.67,51.28,0,0.0,
Accessories,Men,MM Collections,8,17.64,40.0,0,0.0,
Accessories,Men,Plain Hats,8,16.01,39.92,1,0.1111,8.0
Accessories,Women,Port Authority,8,15.25,39.6,0,0.0,
Accessories,Men,Rooster,8,15.15,42.32,0,0.0,
Accessories,Men,Wholesale LOCS DG XLOOP CHOPPERS,8,13.89,31.92,1,0.1111,8.0
Accessories,Men,Vine Branch,8,12.93,32.64,0,0.0,
Intimates,Women,Skyblue,8,12.29,23.92,1,0.1111,8.0
Accessories,Women,marshal,8,0.07,0.16,0,0.0,
Socks,Men,Jordan,7,3900.06,6321.0,1,0.125,7.0
Outerwear & Coats,Men,Unicorn London,7,1108.79,2778.93,0,0.0,
Pants & Capris,Women,Cluny,7,1064.49,1877.4,1,0.125,7.0
Jeans,Men,RMC Martin Ksohoh,7,980.56,1904.0,1,0.125,7.0
Plus,Women,Dolce & Gabbana,7,899.83,1701.0,0,0.0,
Jumpsuits & Rompers,Women,GUESS by Marciano,7,841.09,1596.0,1,0.125,7.0
Dresses,Women,Ted Baker,7,815.92,1645.0,1,0.125,7.0
Outerwear & Coats,Men,Giovanni Navarre,7,802.22,1696.03,0,0.0,
Plus,Women,Gucci,7,799.13,1481.62,0,0.0,
Suits & Sport Coats,Men,Spiewak,7,779.73,1974.0,1,0.125,7.0
Accessories,Women,Tiffany,7,728.4,1872.5,2,0.2222,3.5
Jumpsuits & Rompers,Women,What Goes Around Comes Around,7,707.02,1408.4,0,0.0,
Jeans,Women,GUESS by Marciano,7,702.7,1386.0,0,0.0,
Plus,Women,Coach,7,694.26,1330.0,1,0.125,7.0
Blazers & Jackets,Women,Ella Moss,7,641.59,1596.0,0,0.0,
Swim,Women,Lisa Curran,7,616.98,1365.0,0,0.0,
Active,Women,Billabong,7,614.45,1399.65,0,0.0,
Sleep & Lounge,Women,Sutton Studio,7,605.6,979.93,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Men,Timberland,7,526.79,1015.0,1,0.125,7.0
Suits & Sport Coats,Men,Abercrombie & Fitch,7,509.04,1260.0,1,0.125,7.0
Outerwear & Coats,Men,Tru-Spec,7,471.35,1035.93,0,0.0,
Shorts,Men,Diesel,7,464.62,875.0,0,0.0,
Leggings,Women,Tart,7,453.36,742.0,2,0.2222,3.5
Outerwear & Coats,Women,Pulse/Iceburg,7,436.07,979.93,1,0.125,7.0
Leggings,Women,Bailey 44,7,433.79,718.2,1,0.125,7.0
Intimates,Women,Gold Hawk,7,407.17,724.5,0,0.0,
Pants & Capris,Women,Mother,7,403.7,756.0,0,0.0,
Suits & Sport Coats,Men,Cohesive,7,402.15,1050.0,0,0.0,
Shorts,Men,Ted Baker,7,396.38,875.0,0,0.0,
Clothing Sets,Women,M.Mac,7,386.9,658.0,1,0.125,7.0
Tops & Tees,Women,Lilly Pulitzer,7,383.47,686.0,1,0.125,7.0
Swim,Men,Borrelli,7,381.84,693.0,0,0.0,
Intimates,Women,Empress Silk,7,379.91,689.5,2,0.2222,3.5
Fashion Hoodies & Sweatshirts,Women,Woodleigh,7,377.98,861.0,0,0.0,
Outerwear & Coats,Women,Kenneth Cole New York,7,369.57,769.93,0,0.0,
Pants,Men,Outdoor Gear Inc,7,363.72,840.0,1,0.125,7.0
Pants & Capris,Women,A:X Armani Exchange,7,362.21,686.0,1,0.125,7.0
Sleep & Lounge,Women,TURKISHTOWELS,7,358.92,559.93,1,0.125,7.0
Outerwear & Coats,Women,Sucette Rose,7,342.34,798.0,1,0.125,7.0
Intimates,Women,Sheer Iridesscent,7,329.29,684.6,0,0.0,
Pants & Capris,Women,Miss Me,7,321.55,616.0,3,0.3,2.33
Shorts,Women,D.E.P.T.,7,318.35,623.0,2,0.2222,3.5
Outerwear & Coats,Men,KR3W,7,310.77,699.93,1,0.125,7.0
Outerwear & Coats,Men,Metal Mulisha,7,304.92,693.0,1,0.125,7.0
Sweaters,Women,Quiksilver,7,296.4,629.3,1,0.125,7.0
Socks,Men,Zoot,7,283.99,451.5,1,0.125,7.0
Sleep & Lounge,Women,La Leche League,7,275.73,455.0,1,0.125,7.0
Suits & Sport Coats,Men,Ferretti,7,273.56,699.65,0,0.0,
Shorts,Women,Propper,7,260.0,489.65,1,0.125,7.0
Shorts,Men,Ibex,7,258.8,553.0,0,0.0,
Skirts,Women,Three Dots,7,249.3,616.0,0,0.0,
Intimates,Women,Elle Macpherson Intimates,7,244.19,476.0,2,0.2222,3.5
Maternity,Women,Noppies,7,244.08,622.65,0,0.0,
Sleep & Lounge,Women,Yala,7,241.78,385.0,1,0.125,7.0
Intimates,Women,Parfait by Affinitas,7,238.87,455.0,0,0.0,
Accessories,Men,Polo Ralph Lauren,7,234.74,622.65,2,0.2222,3.5
Pants,Men,Merrell,7,233.87,486.22,1,0.125,7.0
Blazers & Jackets,Women,C. Luce,7,232.99,586.88,1,0.125,7.0
Pants & Capris,Women,Nautica,7,222.41,416.5,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Women,Insound,7,217.49,455.0,0,0.0,
Plus,Women,Johnstons of Elgin,7,216.57,434.0,2,0.2222,3.5
Sweaters,Women,Fever,7,209.55,495.39,0,0.0,
Dresses,Women,Quiksilver,7,207.42,416.5,2,0.2222,3.5
Accessories,Women,Ibex,7,204.22,525.0,1,0.125,7.0
Jeans,Women,Avenue,7,201.1,378.0,1,0.125,7.0
Tops & Tees,Men,Jemcor,7,196.37,328.93,0,0.0,
Skirts,Women,Switchblade Stiletto,7,190.85,448.0,0,0.0,
Intimates,Women,JM,7,187.82,336.0,3,0.3,2.33
Active,Women,SLS3,7,185.38,405.65,0,0.0,
Active,Men,CEP,7,185.07,419.65,0,0.0,
Maternity,Women,Mummy Darling,7,184.73,455.0,0,0.0,
Jumpsuits & Rompers,Women,Zeniche,7,183.12,336.0,0,0.0,
Swim,Women,Sugoi,7,180.83,414.75,1,0.125,7.0
Pants & Capris,Women,Rip Curl,7,180.53,346.5,0,0.0,
Sweaters,Women,DC,7,177.42,406.0,0,0.0,
Leggings,Women,Yala Designs,7,177.28,294.0,0,0.0,
Swim,Men,Island Outfitters,7,176.92,279.93,0,0.0,
Intimates,Women,Elila,7,176.64,321.16,0,0.0,
Tops & Tees,Women,Fashion Forever,7,176.06,293.93,0,0.0,
Pants & Capris,Women,Eva Varro,7,175.31,349.93,1,0.125,7.0
Swim,Men,Comune,7,175.09,304.5,2,0.2222,3.5
Suits & Sport Coats,Men,Electric,7,172.42,454.93,0,0.0,
Pants,Men,JSLV,7,170.1,378.0,0,0.0,
Shorts,Women,Lost,7,170.02,336.0,0,0.0,
Swim,Women,Longitude Swimwear,7,168.39,419.93,2,0.2222,3.5
Plus,Women,Inches Off,7,164.47,349.93,0,0.0,
Intimates,Women,Handful,7,161.7,294.0,0,0.0,
Plus,Women,Briggs,7,160.94,336.0,0,0.0,
Sweaters,Men,Roar,7,160.71,313.88,0,0.0,
Accessories,Women,Ralph by Ralph Lauren,7,158.48,417.06,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Men,Rig'Em Right,7,158.23,265.93,1,0.125,7.0
Pants & Capris,Women,AGB,7,157.29,294.0,2,0.2222,3.5
Tops & Tees,Men,Edwards Garment,7,156.09,258.86,2,0.2222,3.5
Plus,Women,UltraClub,7,150.58,307.93,1,0.125,7.0
Pants,Men,Plan B,7,150.15,350.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Dukes of Hazzard,7,149.23,251.65,2,0.2222,3.5
Pants,Men,555 Turnpike,7,148.75,350.0,0,0.0,
Swim,Women,Billabong,7,148.3,346.5,2,0.2222,3.5
Sleep & Lounge,Men,Spiderman,7,147.0,350.0,1,0.125,7.0
Pants & Capris,Women,Teezâˆ’Her,7,145.32,280.0,0,0.0,
Shorts,Men,Aviator,7,144.55,303.03,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Spreadshirt,7,144.52,325.5,0,0.0,
Fashion Hoodies & Sweatshirts,Women,The Big Bang Theory,7,143.99,335.65,2,0.2222,3.5
Shorts,Men,Bar III,7,142.25,295.12,0,0.0,
Sweaters,Men,Meister,7,141.77,293.51,1,0.125,7.0
Accessories,Women,Fossil,7,140.91,385.0,1,0.125,7.0
Plus,Women,Resorts Plus,7,140.52,279.93,0,0.0,
Tops & Tees,Women,Royal Robbins,7,139.92,251.65,0,0.0,
Shorts,Women,Sutton Studio,7,139.13,279.93,0,0.0,
Accessories,Women,Taxi Wallet,7,138.91,343.0,0,0.0,
Jeans,Women,HUE,7,138.68,273.0,0,0.0,
Plus,Women,Blink Product Design,7,137.98,250.88,1,0.125,7.0
Leggings,Women,Lacoste,7,137.69,245.0,0,0.0,
Jeans,Women,Kovac Industries,7,137.48,280.0,1,0.125,7.0
Sweaters,Men,Weatherproof,7,137.26,266.0,0,0.0,
Sleep & Lounge,Men,Foxfire,7,131.97,318.01,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Men,Case IH,7,131.58,237.93,0,0.0,
Swim,Men,Tuga,7,127.05,210.0,0,0.0,
Skirts,Women,MANGO,7,125.25,299.93,0,0.0,
Maternity,Women,Expressiva Nursingwear,7,124.59,300.93,1,0.125,7.0
Skirts,Women,Curious Designs,7,123.85,335.65,0,0.0,
Accessories,Women,Cashmere HS,7,118.92,335.93,1,0.125,7.0
Pants,Men,Ben Davis,7,114.19,258.93,0,0.0,
Outerwear & Coats,Women,,7,112.11,251.93,0,0.0,
Pants & Capris,Women,Myne,7,111.94,231.28,0,0.0,
Sleep & Lounge,Men,NBC Universal,7,109.03,245.0,0,0.0,
Active,Women,Double Platinum,7,107.96,251.65,0,0.0,
Shorts,Men,Guy Harvey,7,106.01,209.93,1,0.125,7.0
Tops & Tees,Women,,7,105.99,202.65,0,0.0,
Tops & Tees,Men,Disney,7,105.7,175.0,0,0.0,
Tops & Tees,Women,Doctor Who,7,105.66,174.65,0,0.0,
Tops & Tees,Women,TapouT,7,105.35,175.0,1,0.125,7.0
Active,Men,DC,7,105.35,245.0,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Women,Weatherproof,7,103.36,225.19,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Men,YUMS,7,101.27,188.93,1,0.125,7.0
Tops & Tees,Men,Threadless,7,100.97,168.0,1,0.125,7.0
Plus,Women,Dakine,7,100.8,210.0,0,0.0,
Socks & Hosiery,Women,Filson,7,100.8,224.0,0,0.0,
Dresses,Women,Kirra,7,97.61,202.93,2,0.2222,3.5
Tops & Tees,Women,Panhandle Slim,7,95.72,175.0,0,0.0,
Tops & Tees,Women,Billabong,7,94.03,157.5,1,0.125,7.0
Suits & Sport Coats,Men,Dessy,7,91.84,224.0,0,0.0,
Accessories,Men,ROGUE,7,91.01,231.0,0,0.0,
Active,Women,Paradox,7,90.9,209.93,0,0.0,
Tops & Tees,Men,Augusta,7,89.19,146.93,0,0.0,
Sleep & Lounge,Women,Betty Boop,7,88.72,139.93,0,0.0,
Outerwear & Coats,Women,Samanthas Style Shoppe,7,88.16,188.79,0,0.0,
Dresses,Women,Newport News,7,87.54,209.93,1,0.125,7.0
Blazers & Jackets,Women,Tops and Bottoms HS,7,87.33,209.93,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Blanks Plus,7,87.19,181.65,1,0.125,7.0
Shorts,Women,Mod-O-Doc,7,87.15,175.0,1,0.125,7.0
Accessories,Women,Terra Nomad,7,87.09,203.0,0,0.0,
Shorts,Women,Dolce Vita,7,86.45,175.0,0,0.0,
Jeans,Women,Curve Appeal,7,86.15,157.5,2,0.2222,3.5
Active,Women,Gildan,7,85.44,209.93,1,0.125,7.0
Fashion Hoodies & Sweatshirts,Women,Anne Klein,7,84.88,174.65,2,0.2222,3.5
Shorts,Women,So Wear it declare it,7,82.45,182.0,2,0.2222,3.5
Swim,Women,Aerin Rose,7,82.32,210.0,0,0.0,
Tops & Tees,Men,Family Guy,7,81.86,139.93,1,0.125,7.0
Plus,Women,Curvi,7,81.37,175.0,0,0.0,
Plus,Women,LAT Sportswear,7,81.16,174.16,0,0.0,
Accessories,Men,LRG,7,80.97,186.13,0,0.0,
Jeans,Women,Body Trends,7,80.74,139.93,0,0.0,
Sleep & Lounge,Women,Ms Maggie,7,80.63,136.43,0,0.0,
Active,Men,Zorrel,7,79.8,175.0,2,0.2222,3.5
Swim,Men,Cloudveil,7,79.47,124.95,1,0.125,7.0
Accessories,Men,Solid Color,7,79.46,209.65,1,0.125,7.0
Shorts,Women,Kenneth Cole,7,79.45,175.0,0,0.0,
Skirts,Women,A. Byer,7,78.75,175.0,1,0.125,7.0
Maternity,Women,Mountain Mama,7,78.75,188.86,1,0.125,7.0
Underwear,Men,Russell Athletic,7,77.96,157.5,2,0.2222,3.5
Fashion Hoodies & Sweatshirts,Women,Sailor Jerry,7,76.09,174.93,0,0.0,
Socks,Men,Outdoor Life,7,75.5,129.5,0,0.0,
Shorts,Men,Polo Jeans Co.,7,75.28,139.93,1,0.125,7.0
Sleep & Lounge,Women,007Lingerie,7,74.45,130.62,0,0.0,
Swim,Women,Hello Kitty,7,73.85,175.0,0,0.0,
Maternity,Women,La Leche League International Intimates,7,73.26,161.0,0,0.0,
Skirts,Women,Jessie G.,7,73.12,174.93,2,0.2222,3.5
Outerwear & Coats,Women,Anna-Kaci,7,71.17,160.3,1,0.125,7.0
Intimates,Women,Just a Kiss,7,69.55,139.93,0,0.0,
Tops & Tees,Men,Chuck,7,68.31,132.65,1,0.125,7.0
Blazers & Jackets,Women,KUT from the Kloth,7,65.98,175.0,2,0.2222,3.5
Swim,Women,Casual Moments,7,65.28,175.0,1,0.125,7.0
Skirts,Women,HUE,7,64.65,167.93,1,0.125,7.0
Active,Men,COLD STORAGE,7,63.81,139.93,2,0.2222,3.5
Plus,Women,FreshGear AFX,7,62.08,118.93,2,0.2222,3.5
Blazers & Jackets,Women,Rampage,7,61.86,167.65,1,0.125,7.0
Tops & Tees,Men,Classics By Palmland,7,60.75,104.93,2,0.2222,3.5
Accessories,Men,Alexander Julian,7,60.45,139.93,0,0.0,
Skirts,Women,Moontree,7,58.63,146.93,0,0.0,
Tops & Tees,Men,YogaColors,7,58.43,111.93,0,0.0,
Accessories,Women,Kenneth Cole,7,58.26,160.93,1,0.125,7.0
Pants & Capris,Women,Gaiam,7,56.24,104.93,1,0.125,7.0
Socks & Hosiery,Women,Rampage,7,54.43,126.0,2,0.2222,3.5
Socks & Hosiery,Women,Solmate Socks,7,52.36,140.0,0,0.0,
Socks,Men,Feelmax,7,48.85,83.93,1,0.125,7.0
Skirts,Women,Iron Fist,7,46.05,104.65,0,0.0,
Blazers & Jackets,Women,VIP FASHION,7,45.78,111.93,0,0.0,
Shorts,Women,Tyte,7,45.59,95.97,2,0.2222,3.5
Maternity,Women,Ilusion,7,42.8,90.86,0,0.0,
Maternity,Women,TUMMY LINERS,7,42.42,88.55,1,0.125,7.0
Skirts,Women,CUTE OPTIONS,7,40.74,105.0,1,0.125,7.0
Socks & Hosiery,Women,Foot Traffice,7,37.75,85.4,0,0.0,
Socks & Hosiery,Women,Free People,7,35.7,84.0,0,0.0,
Sleep & Lounge,Men,Garfield,7,34.96,97.65,0,0.0,
Sleep & Lounge,Men,Duofold,7,34.59,98.0,2,0.2222,3.5
Socks & Hosiery,Women,Sansha,7,33.37,90.93,3,0.3,2.33
Socks,Men,FineBrandShop,7,32.81,52.5,0,0.0,
Underwear,Men,Private Member,7,32.73,69.93,0,0.0,
Socks & Hosiery,Women,JMS,7,32.5,79.66,2,0.2222,3.5
Plus,Women,Flip,7,32.39,69.65,1,0.125,7.0
Plus,Women,Harley-Davidson,7,32.04,69.65,1,0.125,7.0
Intimates,Women,High Style,7,31.77,55.93,1,0.125,7.0
Accessories,Women,Bundle Monster,7,31.7,76.93,1,0.125,7.0
Underwear,Men,Donna Di Capri,7,31.64,70.0,1,0.125,7.0
Plus,Women,Elements of Style,7,31.15,62.93,0,0.0,
Accessories,Men,Eel Skin,7,30.48,79.8,0,0.0,
Accessories,Women,TVTimeDirect,7,30.19,83.16,0,0.0,
Accessories,Women,Malco Modes,7,27.46,66.5,0,0.0,
Accessories,Men,Tapp Collections,7,26.85,69.93,0,0.0,
Sweaters,Women,LnLClothing,7,26.12,55.93,2,0.2222,3.5
Accessories,Women,Foot Traffic,7,24.13,61.39,2,0.2222,3.5
Plus,Women,G&G,7,23.86,49.0,0,0.0,
Socks & Hosiery,Women,Trendy Trends,7,23.31,60.55,0,0.0,
Accessories,Men,Jacob Alexander,7,21.59,55.65,2,0.2222,3.5
Accessories,Women,Bargain Headbands,7,21.48,48.93,0,0.0,
Socks,Men,Burlington Socks,7,19.31,31.5,1,0.125,7.0
Accessories,Women,Body Wrappers,7,18.6,50.4,0,0.0,
Accessories,Women,MCap,7,12.26,29.05,1,0.125,7.0
Accessories,Women,Dasha,7,11.17,27.65,0,0.0,
Plus,Women,Eros,7,9.71,20.65,2,0.2222,3.5
Accessories,Women,Locs,7,9.43,25.9,1,0.125,7.0
Outerwear & Coats,Men,True Religion,6,920.71,2028.0,0,0.0,
Blazers & Jackets,Women,Dolce & Gabbana,6,866.25,2250.0,0,0.0,
Dresses,Women,Joie,6,816.82,1848.0,1,0.1429,6.0
Sweaters,Men,COOGI,6,685.02,1470.0,0,0.0,
Maternity,Women,Citizens of Humanity,6,631.8,1350.0,0,0.0,
Outerwear & Coats,Women,RAB,6,620.51,1439.7,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Margaret O'Leary,6,598.69,1422.06,0,0.0,
Blazers & Jackets,Women,Plenty by Tracy Reese,6,590.47,1668.0,0,0.0,
Outerwear & Coats,Women,FactoryExtreme,6,585.02,1433.88,2,0.25,3.0
Intimates,Women,Prom21,6,551.41,954.0,0,0.0,
Jeans,Women,Citizens of Humanity,6,488.22,948.0,0,0.0,
Outerwear & Coats,Women,A:X Armani Exchange,6,483.8,1068.0,0,0.0,
Jeans,Men,34 Heritage,6,483.12,990.0,0,0.0,
Pants,Men,Under Two Flags,6,470.81,936.0,0,0.0,
Blazers & Jackets,Women,Pencey,6,464.4,1080.0,0,0.0,
Dresses,Women,Weston Wear,6,456.39,990.0,0,0.0,
Jeans,Men,William Rast,6,451.17,810.0,2,0.25,3.0
Jeans,Women,MEK Denim,6,437.4,810.0,0,0.0,
Pants & Capris,Women,Marrakech,6,420.1,768.0,0,0.0,
Maternity,Women,Miss Me,6,411.26,1008.0,0,0.0,
Pants,Men,Stone Rose,6,401.15,834.0,2,0.25,3.0
Outerwear & Coats,Men,686,6,386.86,959.94,0,0.0,
Fashion Hoodies & Sweatshirts,Women,TEXTILE Elizabeth and James,6,385.41,870.0,1,0.1429,6.0
Suits & Sport Coats,Men,Calvin Klein Jeans,6,376.74,897.0,0,0.0,
Sweaters,Men,Princeton,6,372.41,708.0,0,0.0,
Outerwear & Coats,Women,Kensie,6,369.75,750.0,0,0.0,
Dresses,Women,Vince Camuto,6,360.9,900.0,2,0.25,3.0
Pants,Men,Cooper Jones,6,360.75,750.0,0,0.0,
Pants,Men,Leonardo Valenti,6,345.6,720.0,1,0.1429,6.0
Skirts,Women,Ted Baker,6,331.06,752.4,2,0.25,3.0
Tops & Tees,Women,Blue Juice,6,329.47,576.0,0,0.0,
Skirts,Women,Heather,6,324.72,792.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Ambiguous,6,307.3,528.0,1,0.1429,6.0
Skirts,Women,Velvet,6,301.5,750.0,0,0.0,
Pants & Capris,Women,Eileen Fisher,6,298.77,599.94,1,0.1429,6.0
Tops & Tees,Women,BB Dakota,6,288.48,480.0,0,0.0,
Pants & Capris,Women,Fresh Laundry,6,284.49,522.0,0,0.0,
Outerwear & Coats,Men,Tommy Bahama,6,278.71,588.0,0,0.0,
Sweaters,Women,LNA,6,267.89,594.0,0,0.0,
Sleep & Lounge,Women,Ibex,6,265.5,450.0,1,0.1429,6.0
Pants & Capris,Women,KUT from the Kloth,6,265.1,504.0,0,0.0,
Outerwear & Coats,Women,Bonus,6,262.95,539.94,0,0.0,
Pants,Men,Grand River,6,262.22,548.58,1,0.1429,6.0
Outerwear & Coats,Men,Nike,6,257.34,627.66,0,0.0,
Outerwear & Coats,Men,Greg Norman,6,255.79,534.0,1,0.1429,6.0
Underwear,Men,Squeem Magical Lingerie,6,254.15,589.68,1,0.1429,6.0
Tops & Tees,Women,Cosabella,6,249.7,432.0,1,0.1429,6.0
Leggings,Women,Tribal,6,240.12,414.0,0,0.0,
Plus,Women,Shock Absorber,6,238.9,474.0,1,0.1429,6.0
Pants & Capris,Women,Maison Scotch,6,229.36,462.42,0,0.0,
Skirts,Women,Democracy,6,228.1,528.0,1,0.1429,6.0
Maternity,Women,Yummie Tummie,6,222.91,516.0,1,0.1429,6.0
Plus,Women,Panache,6,221.14,408.0,0,0.0,
Shorts,Men,Fishworks,6,220.89,419.94,0,0.0,
Jeans,Women,Ariat,6,217.4,419.7,0,0.0,
Sweaters,Women,Columbia,6,216.76,449.7,0,0.0,
Clothing Sets,Women,Only Necessities,6,214.79,329.94,0,0.0,
Sweaters,Men,Bigmansland,6,211.65,431.94,0,0.0,
Jeans,Women,Armani,6,210.02,426.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,'47 Brand,6,203.69,414.0,1,0.1429,6.0
Leggings,Women,Alternative,6,197.64,324.0,2,0.25,3.0
Dresses,Women,Kenneth Cole,6,195.96,406.56,0,0.0,
Fashion Hoodies & Sweatshirts,Men,ARROW,6,194.04,360.0,0,0.0,
Pants & Capris,Women,Bloomingdale's,6,190.99,353.04,1,0.1429,6.0
Swim,Women,Torrid,6,188.65,411.0,0,0.0,
Leggings,Women,Volcom,6,188.1,330.0,0,0.0,
Dresses,Women,PacificPlex,6,187.34,443.94,0,0.0,
Outerwear & Coats,Men,Frogg Toggs,6,185.13,454.86,0,0.0,
Outerwear & Coats,Men,Field and Stream,6,183.12,420.0,1,0.1429,6.0
Pants,Men,Stone Touch,6,179.61,359.94,1,0.1429,6.0
Pants & Capris,Women,Propper,6,178.37,316.26,1,0.1429,6.0
Shorts,Women,Woolrich,6,177.26,380.0,0,0.0,
Maternity,Women,Belly Armor,6,174.07,415.59,0,0.0,
Tops & Tees,Men,Matix,6,173.34,324.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Emerson Street,6,173.11,354.0,1,0.1429,6.0
Maternity,Women,Lilac Maternity,6,170.14,408.0,1,0.1429,6.0
Outerwear & Coats,Women,White Sierra,6,168.12,341.7,1,0.1429,6.0
Tops & Tees,Women,Vocal,6,166.91,281.94,2,0.25,3.0
Pants & Capris,Women,G by GUESS,6,162.46,297.0,1,0.1429,6.0
Active,Women,alo Sport,6,161.78,354.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Nirvana,6,158.99,269.94,2,0.25,3.0
Sleep & Lounge,Men,Spa & Resort Inc.,6,156.3,395.7,0,0.0,
Fashion Hoodies & Sweatshirts,Women,2117 of Sweden,6,155.76,323.82,0,0.0,
Intimates,Women,Royal Silk,6,155.4,300.0,0,0.0,
Socks & Hosiery,Women,CEP Compression Socks,6,155.28,364.5,0,0.0,
Swim,Women,Tommy Bahama,6,155.04,408.0,1,0.1429,6.0
Socks,Men,House of Cheviot,6,154.54,269.7,1,0.1429,6.0
Outerwear & Coats,Men,,6,153.14,359.9,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Fourstar,6,152.93,288.0,0,0.0,
Skirts,Women,Zobha,6,152.89,407.7,0,0.0,
