brand,category,department,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
Ivory Falcon,Accessories,Men,19,125.03,49.17,75.86,0.6067
Avenue,Jeans,Women,3,162.0,86.18,75.82,0.468
Torrid,Blazers & Jackets,Women,2,117.0,41.18,75.82,0.648
Gildan,Tops & Tees,Women,8,187.92,112.11,75.81,0.4034
Cotton Glam,Maternity,Women,3,138.0,62.24,75.76,0.549
Jemcor,Tops & Tees,Men,4,187.96,112.21,75.75,0.403
Flyclothing,Tops & Tees,Men,9,170.82,95.15,75.67,0.443
WESC,Tops & Tees,Men,8,192.0,116.35,75.65,0.394
Carolyn Forsman,Accessories,Women,4,120.0,44.4,75.6,0.63
Glamour,Maternity,Women,3,147.0,71.44,75.56,0.514
Dessy,Suits & Sport Coats,Men,4,128.0,52.48,75.52,0.59
Purpura Erizo,Blazers & Jackets,Women,2,119.98,44.51,75.47,0.629
Hurley,Pants & Capris,Women,3,148.5,73.06,75.44,0.508
Ecoscapes,Plus,Women,10,155.46,80.08,75.38,0.4849
Dakota Grizzly,Outerwear & Coats,Men,2,137.9,62.61,75.29,0.546
Mountain Hardwear,Skirts,Women,2,130.0,54.73,75.27,0.579
DKNY,Intimates,Women,9,153.0,77.76,75.24,0.4918
Medline,Sleep & Lounge,Women,8,191.92,116.69,75.23,0.392
Carnival,Plus,Women,8,160.0,84.82,75.18,0.4699
Libian,Blazers & Jackets,Women,4,116.0,40.83,75.17,0.648
Anvil,Active,Men,7,131.46,56.4,75.06,0.571
Ann West,Intimates,Women,14,154.86,79.8,75.06,0.4847
Coolibar,Tops & Tees,Women,4,156.0,80.96,75.04,0.481
Elwood,Sweaters,Men,2,139.9,64.91,74.99,0.536
XOXO,Jumpsuits & Rompers,Women,4,152.96,78.01,74.95,0.49
Company 81,Fashion Hoodies & Sweatshirts,Men,7,175.0,100.1,74.9,0.428
Pistol Pete Underwear,Swim,Men,5,180.0,105.12,74.88,0.416
Original Penguin,Accessories,Men,7,122.5,47.65,74.85,0.611
Carol Wright Gifts,Sleep & Lounge,Men,8,119.92,45.09,74.83,0.624
Christopher Kelenc,Accessories,Women,10,129.9,55.08,74.82,0.576
Harley-Davidson,Sweaters,Men,2,149.9,75.1,74.8,0.499
BODYSLIMMERS Nancy Ganz,Intimates,Women,4,168.0,93.24,74.76,0.445
Pillow Pets,Socks,Men,7,174.65,100.25,74.4,0.426
Free People,Skirts,Women,3,134.97,60.74,74.23,0.55
San Diego Hat Company,Accessories,Women,5,124.75,50.52,74.23,0.595
Generra,Pants,Men,5,137.5,63.39,74.11,0.539
Nirvana,Fashion Hoodies & Sweatshirts,Men,4,179.96,106.0,73.96,0.411
Splendid,Leggings,Women,3,165.0,91.08,73.92,0.448
G by GUESS,Accessories,Women,5,122.5,48.63,73.87,0.603
ERGO,Shorts,Men,3,155.85,81.98,73.87,0.474
FINESSE,Pants & Capris,Women,11,165.0,91.21,73.79,0.4472
Seven Til Midnight,Intimates,Women,5,149.95,76.17,73.78,0.492
Realtree,Swim,Men,6,173.46,99.74,73.72,0.425
Moon Shine Attitude Attire,Active,Women,3,119.97,46.31,73.66,0.614
Hats,Accessories,Women,6,119.7,46.08,73.62,0.615
Funny Girl Designs,Accessories,Women,16,119.9,46.34,73.56,0.6135
The Hunger Games,Tops & Tees,Women,8,159.6,86.16,73.44,0.4601
Bigmansland,Sweaters,Men,2,143.98,70.55,73.43,0.51
Wurkin,Accessories,Men,3,120.0,46.68,73.32,0.611
Cowboy Shop,Accessories,Women,7,129.5,56.2,73.3,0.566
Hee Grand,Fashion Hoodies & Sweatshirts,Men,3,179.97,106.72,73.25,0.407
Fox,Jeans,Men,4,165.32,92.08,73.24,0.443
Dearfoams,Accessories,Women,5,114.75,41.54,73.21,0.638
Gownies,Sleep & Lounge,Women,4,199.96,126.77,73.19,0.366
Dickies,Sweaters,Men,4,135.96,62.81,73.15,0.538
CJ by Cookie Johnson,Shorts,Women,6,150.0,76.95,73.05,0.487
SportHill,Pants,Men,2,136.0,62.97,73.03,0.537
Aerin Rose,Swim,Women,4,120.0,47.04,72.96,0.608
Jessica Simpson,Accessories,Women,6,116.97,44.19,72.78,0.6222
Lilly Pulitzer,Swim,Women,5,125.0,52.25,72.75,0.582
Lady Romance,Intimates,Women,7,160.2,87.46,72.74,0.4541
Colorado Timberline,Active,Men,5,135.0,62.37,72.63,0.538
Dog Is Good,Tops & Tees,Women,6,149.7,77.1,72.6,0.485
Jessica London,Clothing Sets,Women,2,219.98,147.39,72.59,0.33
Teramasu,Accessories,Women,9,116.79,44.27,72.52,0.621
Jessica Simpson,Plus,Women,10,140.0,67.48,72.52,0.518
U.S. Polo Assn.,Sleep & Lounge,Men,4,120.0,47.52,72.48,0.604
Good Life Shirts,Active,Men,3,119.97,47.51,72.46,0.604
National,Shorts,Women,6,131.7,59.53,72.17,0.548
DC Shoes,Tops & Tees,Men,5,160.0,87.84,72.16,0.451
Minus33 Merino Wool,Accessories,Men,4,120.0,47.88,72.12,0.601
American Eagle,Fashion Hoodies & Sweatshirts,Women,3,147.0,74.97,72.03,0.49
YogaColors,Sweaters,Women,5,140.0,68.04,71.96,0.514
Classroom Uniforms,Shorts,Men,6,141.66,69.7,71.96,0.508
IZOD,Socks & Hosiery,Women,8,117.0,45.08,71.92,0.6147
David's Bridal,Tops & Tees,Women,6,174.0,102.31,71.69,0.412
Escantee,Intimates,Women,5,149.95,78.27,71.68,0.478
Silly yogi,Pants,Men,4,140.0,68.32,71.68,0.512
Kirra,Sweaters,Women,4,130.0,58.37,71.63,0.551
Croft & BarrowÂ®,Shorts,Men,3,132.0,60.46,71.54,0.542
ADVADRI,Underwear,Men,5,129.95,58.48,71.47,0.55
Shaper Corset,Sleep & Lounge,Women,4,159.96,88.62,71.34,0.446
LabelShopper,Sleep & Lounge,Women,18,173.82,102.55,71.27,0.41
Cherokee,Outerwear & Coats,Men,5,118.5,47.52,70.98,0.599
Volcom,Leggings,Women,3,165.0,94.05,70.95,0.43
Band Merch,Fashion Hoodies & Sweatshirts,Men,3,149.25,78.36,70.89,0.475
Pikante,Underwear,Men,6,132.0,61.12,70.88,0.537
Nvie Designs,Underwear,Men,8,139.92,69.22,70.7,0.5053
DPC/Scalar,Accessories,Women,11,109.56,38.89,70.67,0.645
Modern Culture,Fashion Hoodies & Sweatshirts,Men,6,150.0,79.35,70.65,0.471
A-Line,Intimates,Women,3,149.85,79.27,70.58,0.471
LAT Sportswear,Tops & Tees,Women,7,149.93,79.37,70.56,0.4706
Dakota,Accessories,Men,5,115.0,44.5,70.5,0.613
Dickies Girl,Skirts,Women,5,109.95,39.47,70.48,0.641
Level 33,Intimates,Women,21,155.79,85.37,70.42,0.452
LOCOMO Dresses,Dresses,Women,8,135.92,65.51,70.41,0.518
Mainstream,Swim,Women,5,124.95,54.6,70.35,0.563
X-Socks,Socks,Men,12,176.25,105.91,70.34,0.3991
Giorgio Cerruti,Pants,Men,4,119.8,49.48,70.32,0.587
Henry & Belle,Shorts,Women,2,144.0,73.73,70.27,0.488
tasc Performance,Active,Men,5,125.0,54.75,70.25,0.562
Kenneth Cole,Dresses,Women,2,135.52,65.32,70.2,0.518
Hot Topic,Pants & Capris,Women,4,158.0,87.85,70.15,0.444
Kikit,Sweaters,Women,7,125.93,55.79,70.14,0.557
Bra Discs,Intimates,Women,7,149.45,79.36,70.09,0.469
Tops and Bottoms HS,Blazers & Jackets,Women,4,119.96,49.9,70.06,0.584
Ambiguous,Tops & Tees,Men,4,159.8,89.81,69.99,0.438
Coca-Cola,Shorts,Men,8,143.92,73.97,69.95,0.486
Paper Doll,Active,Women,3,119.97,50.03,69.94,0.583
Tru-Spec,Pants & Capris,Women,4,159.96,90.06,69.9,0.437
Sunny Belt,Accessories,Women,12,119.64,49.81,69.83,0.5837
Blue Star Inc.,Tops & Tees,Women,8,159.92,90.09,69.83,0.4366
Big Feet Pajama Co,Sleep & Lounge,Women,4,179.96,110.45,69.51,0.3862
Lagaci Sport,Dresses,Women,5,134.95,65.45,69.5,0.515
wear ease,Intimates,Women,3,159.0,89.52,69.48,0.437
Hello Kitty,Plus,Women,6,150.0,80.55,69.45,0.463
French Connection,Tops & Tees,Women,5,162.65,93.2,69.45,0.427
Cocoon,Intimates,Women,4,136.0,66.64,69.36,0.51
Shirt.Woot,Tops & Tees,Men,11,165.0,95.65,69.35,0.4203
DC Comics,Swim,Women,6,129.6,60.26,69.34,0.535
Polo Ralph Lauren,Plus,Women,4,135.92,66.74,69.18,0.509
Anvil,Tops & Tees,Women,10,145.4,76.31,69.09,0.4752
Scala,Accessories,Women,9,113.91,44.91,69.0,0.6057
Eurosock,Socks & Hosiery,Women,5,125.0,56.0,69.0,0.552
Propper,Pants & Capris,Women,3,158.13,89.19,68.94,0.436
Gary Majdell Sport,Underwear,Men,11,124.67,55.74,68.93,0.5529
C.C. Exclusives,Plus,Women,9,125.91,57.04,68.87,0.547
Levusha Fashions,Intimates,Women,20,147.75,79.0,68.75,0.4653
Sugar Free Sox,Plus,Women,5,145.0,76.27,68.73,0.474
Yukon,Outerwear & Coats,Women,2,120.78,52.06,68.72,0.569
MJ Soffe,Tops & Tees,Women,6,150.0,81.3,68.7,0.458
Vera Bradley,Plus,Women,3,144.0,75.31,68.69,0.477
Majestic International,Underwear,Men,3,120.0,51.36,68.64,0.572
Living Dead Souls,Pants & Capris,Women,5,160.0,91.36,68.64,0.429
alo Sport,Leggings,Women,3,158.85,90.23,68.62,0.432
Slim Me,Intimates,Women,6,140.9,72.35,68.55,0.4865
New Balance,Socks,Men,12,165.44,96.92,68.52,0.4142
Blueprint,Pants & Capris,Women,3,161.97,93.46,68.51,0.423
Sport-Tek,Tops & Tees,Women,5,154.95,86.46,68.49,0.442
Alki'i,Swim,Men,11,186.89,118.4,68.49,0.3665
ANS,Blazers & Jackets,Women,4,105.8,37.35,68.45,0.647
Leading Lady,Intimates,Women,4,146.16,77.77,68.39,0.4679
BOOTIGHTS,Plus,Women,5,150.0,81.75,68.25,0.455
Zicac,Swim,Women,6,119.94,51.69,68.25,0.569
Zobha,Pants & Capris,Women,2,143.9,75.69,68.21,0.474
Company 81,Active,Men,3,126.0,57.83,68.17,0.541
Champion,Swim,Men,7,185.42,117.26,68.16,0.3676
SOLOW,Active,Women,3,120.0,51.96,68.04,0.567
Paradox,Active,Women,4,119.96,51.94,68.02,0.567
Lauren by Ralph Lauren,Tops & Tees,Men,3,165.0,97.02,67.98,0.412
Fappac,Outerwear & Coats,Women,2,122.9,54.94,67.96,0.553
Rock Revival,Shorts,Men,4,131.04,63.16,67.88,0.518
Insound,Fashion Hoodies & Sweatshirts,Women,2,130.0,62.14,67.86,0.522
Soho Girls,Socks & Hosiery,Women,14,111.86,44.01,67.85,0.6066
Tokidoki,Tops & Tees,Women,6,144.0,76.18,67.82,0.471
Orvis,Shorts,Women,3,147.0,79.23,67.77,0.461
Seven7,Underwear,Men,5,125.0,57.25,67.75,0.542
Rocawear,Pants,Men,5,125.0,57.25,67.75,0.542
Giorgio Brutini,Tops & Tees,Men,4,139.96,72.22,67.74,0.484
Wallflower,Plus,Women,5,147.5,79.8,67.7,0.459
Sox Shop,Plus,Women,8,140.0,72.3,67.7,0.4836
Jessica London,Sleep & Lounge,Women,8,181.92,114.25,67.67,0.372
Canyon Ridge,Fashion Hoodies & Sweatshirts,Men,5,150.0,82.35,67.65,0.451
KAMALIKULTURE,Skirts,Women,4,111.76,44.15,67.61,0.605
Caribbean Joe,Shorts,Men,7,139.65,72.06,67.59,0.484
World's Softest,Socks & Hosiery,Women,11,116.7,49.13,67.57,0.579
KAVU,Shorts,Men,3,134.85,67.29,67.56,0.501
Blue Platypus,Sweaters,Women,3,120.0,52.56,67.44,0.562
Gary Majdell Sport,Active,Men,6,107.82,40.43,67.39,0.625
INC International Concepts,Shorts,Women,3,141.21,73.85,67.36,0.477
Fashion Forever,Tops & Tees,Women,4,167.96,100.61,67.35,0.401
Cover Me,Swim,Women,5,122.5,55.17,67.33,0.5496
Avenue,Socks & Hosiery,Women,8,120.0,52.68,67.32,0.561
Styles For Less,Pants & Capris,Women,10,149.9,82.59,67.31,0.449
Swiftwick,Socks,Men,9,158.71,91.42,67.29,0.424
G by GUESS,Pants & Capris,Women,3,148.5,81.23,67.27,0.453
NU by John G,Underwear,Men,13,128.7,61.43,67.27,0.5227
Jostar,Clothing Sets,Women,5,194.95,127.69,67.26,0.345
Green Tea,Pants & Capris,Women,6,149.7,82.48,67.22,0.449
Ashworth,Shorts,Men,7,140.0,72.8,67.2,0.48
Nation LTD,Fashion Hoodies & Sweatshirts,Women,4,137.04,69.89,67.15,0.49
Prom21,Intimates,Women,1,159.0,91.9,67.1,0.422
Independent,Fashion Hoodies & Sweatshirts,Women,5,134.95,68.01,66.94,0.496
Gloria Vanderbilt,Pants & Capris,Women,7,132.93,66.07,66.86,0.503
Fox,Tops & Tees,Men,6,144.0,77.18,66.82,0.464
WILLIAM POWERS,Underwear,Men,6,119.94,53.13,66.81,0.557
tabbisocks,Accessories,Women,8,119.92,53.12,66.8,0.557
Speedo,Tops & Tees,Men,6,150.0,83.25,66.75,0.445
American Apparel,Sleep & Lounge,Women,4,152.0,85.27,66.73,0.439
VIP,Dresses,Women,8,111.92,45.22,66.7,0.596
Yala Designs,Leggings,Women,4,168.0,101.3,66.7,0.397
Hanes,Pants & Capris,Women,6,144.0,77.33,66.67,0.463
LAT Sportswear,Active,Women,5,124.4,57.85,66.55,0.535
KISSABLE,Intimates,Women,5,149.75,83.26,66.49,0.444
KingSize,Tops & Tees,Men,5,160.9,94.45,66.45,0.413
C.C. Exclusives,Accessories,Women,8,111.92,45.61,66.31,0.5925
Capezio,Intimates,Women,9,143.64,77.39,66.25,0.4612
Calvin Klein,Accessories,Women,3,108.0,42.01,65.99,0.611
Sunrise Outlet,Tops & Tees,Men,8,159.6,93.69,65.91,0.413
Dickies,Sleep & Lounge,Women,5,160.0,94.24,65.76,0.411
METROPARK,Jumpsuits & Rompers,Women,7,139.3,73.69,65.61,0.471
Sean John,Shorts,Men,4,145.12,79.53,65.59,0.452
Red Blossom,Accessories,Women,10,107.5,41.96,65.54,0.6097
Speedo,Underwear,Men,5,129.75,64.23,65.52,0.505
Ocean Current,Shorts,Men,3,120.0,54.48,65.52,0.546
Tultex,Fashion Hoodies & Sweatshirts,Men,6,149.94,84.42,65.52,0.437
Bar III,Shorts,Men,3,126.48,60.96,65.52,0.518
Cleverbrand,Fashion Hoodies & Sweatshirts,Women,6,119.94,54.45,65.49,0.546
ChalkTalkSPORTS,Tops & Tees,Men,7,153.93,88.51,65.42,0.425
Aimee Gowns,Sleep & Lounge,Women,4,159.8,94.44,65.36,0.409
DC,Sweaters,Women,2,116.0,50.69,65.31,0.563
METROPARK,Shorts,Women,5,120.0,54.72,65.28,0.544
HUE,Active,Women,9,109.96,44.78,65.18,0.5928
Casual Socks,Socks,Men,6,177.0,111.86,65.14,0.368
Coolibar,Plus,Women,2,130.0,64.87,65.13,0.501
Young & Reckless,Tops & Tees,Men,7,153.93,88.82,65.11,0.423
The West Coast,Sweaters,Women,2,114.0,48.91,65.09,0.571
Blink Product Design,Accessories,Women,3,107.52,42.47,65.05,0.605
Meister,Sweaters,Men,3,125.79,60.76,65.03,0.517
Pop Fashionwear,Accessories,Women,11,101.75,36.73,65.02,0.639
Pistil,Accessories,Women,5,105.0,40.0,65.0,0.619
Curve Appeal,Tops & Tees,Women,9,149.97,85.0,64.97,0.4332
Ed Garments,Tops & Tees,Men,5,159.95,95.01,64.94,0.406
Crystal Tees,Maternity,Women,5,122.5,57.7,64.8,0.529
Sox Shop,Active,Women,7,105.0,40.22,64.78,0.617
Wxy,Sleep & Lounge,Men,4,99.96,35.29,64.67,0.647
BOOTIGHTS,Socks & Hosiery,Women,3,102.0,37.43,64.57,0.633
PUMA,Accessories,Men,4,103.96,39.4,64.56,0.621
QLook,Accessories,Men,16,106.94,42.39,64.55,0.6036
Blink Product Design,Plus,Women,4,143.36,78.85,64.51,0.45
American Rag,Jumpsuits & Rompers,Women,4,137.24,72.74,64.5,0.47
Joe's,Underwear,Men,5,125.0,60.5,64.5,0.516
White Lotus,Blazers & Jackets,Women,10,99.5,35.02,64.48,0.648
Wolverine,Socks,Men,12,153.0,88.62,64.38,0.4208
TopHeadwear,Accessories,Men,19,108.84,44.47,64.37,0.5914
KY INTERNATIONAL,Tops & Tees,Women,4,135.8,71.43,64.37,0.474
MW22,Dresses,Women,6,119.94,55.65,64.29,0.536
Christmas Vacation Collectibles,Tops & Tees,Men,9,143.91,79.73,64.18,0.446
Pistil,Plus,Women,6,126.0,61.87,64.13,0.509
Evolatree,Sleep & Lounge,Men,4,99.96,35.89,64.07,0.641
FOURSQUARE,Fashion Hoodies & Sweatshirts,Men,4,151.8,87.74,64.06,0.422
Alfred Dunner,Shorts,Women,5,125.0,61.0,64.0,0.512
Pearl iZUMi,Plus,Women,6,139.38,75.4,63.98,0.459
Drymax,Socks,Men,5,142.25,78.38,63.87,0.449
MR,Accessories,Men,7,104.65,40.81,63.84,0.61
Charter Club,Sleep & Lounge,Women,4,179.72,115.92,63.8,0.355
Toddland,Sleep & Lounge,Men,3,100.8,37.09,63.71,0.632
Injinji,Active,Women,8,113.0,49.36,63.64,0.5632
Turfer,Outerwear & Coats,Men,4,111.8,48.19,63.61,0.569
ACORN,Socks & Hosiery,Women,7,100.8,37.2,63.6,0.631
GII,Accessories,Men,4,99.96,36.39,63.57,0.636
Soft Sensations,Sleep & Lounge,Women,7,160.93,97.36,63.57,0.395
Aerosoles,Socks & Hosiery,Women,9,102.91,39.4,63.51,0.6171
Secret Lace,Intimates,Women,6,129.0,65.5,63.5,0.4922
Alki'i,Sleep & Lounge,Men,8,103.92,40.42,63.5,0.611
Sealed with a Kiss Designs Plus Size,Accessories,Women,6,114.0,50.62,63.38,0.556
Harvard Square,Tops & Tees,Women,6,139.94,76.59,63.35,0.4527
Valmont,Intimates,Women,8,140.0,76.66,63.34,0.4524
MANGO,Leggings,Women,6,164.94,101.63,63.31,0.3838
Element,Tops & Tees,Men,5,159.75,96.49,63.26,0.396
Company 81,Tops & Tees,Men,4,152.0,88.77,63.23,0.416
Terramar,Intimates,Women,5,149.75,86.56,63.19,0.422
Omega,Tops & Tees,Men,10,129.9,66.77,63.13,0.486
Bench,Swim,Men,5,145.0,81.93,63.07,0.435
Fabian,Suits & Sport Coats,Men,3,108.54,45.48,63.06,0.581
FITS Sock Company,Socks & Hosiery,Women,5,99.95,36.98,62.97,0.63
NaNa,Leggings,Women,10,157.9,94.98,62.92,0.3985
MARINO BAY,Jeans,Men,5,124.95,62.08,62.87,0.5032
MTC,Sweaters,Women,8,119.92,57.08,62.84,0.524
james,Socks,Men,10,139.9,77.08,62.82,0.449
MMG,Accessories,Women,11,98.89,36.09,62.8,0.635
106Shades,Accessories,Women,14,101.94,39.19,62.75,0.6156
LAGUNA BEACH,Skirts,Women,4,111.8,49.08,62.72,0.561
Carol Wright Gifts,Clothing Sets,Women,7,154.93,92.3,62.63,0.4042
Lot 29,Fashion Hoodies & Sweatshirts,Women,5,125.0,62.37,62.63,0.501
NaNa,Shorts,Women,5,124.95,62.35,62.6,0.501
Jessica London,Pants & Capris,Women,4,139.96,77.4,62.56,0.447
Alex Stevens,Fashion Hoodies & Sweatshirts,Men,6,150.0,87.45,62.55,0.417
Changes,Tops & Tees,Women,8,127.92,65.5,62.42,0.488
icebreaker,Active,Women,5,100.0,37.6,62.4,0.624
Fox River Socks,Active,Women,10,114.9,52.56,62.34,0.5425
Ecoland,Socks & Hosiery,Women,4,96.0,33.79,62.21,0.648
Harley-Davidson,Sleep & Lounge,Women,2,139.9,77.78,62.12,0.444
Boxercraft,Intimates,Women,4,120.84,58.73,62.11,0.514
Amicale,Accessories,Men,2,100.0,37.9,62.1,0.621
Diamond Chain,Jeans,Men,2,143.98,81.92,62.06,0.431
Key Industries,Pants,Men,4,119.96,57.94,62.02,0.517
Injinji,Socks,Men,11,159.0,97.02,61.98,0.3898
Elila,Intimates,Women,3,137.64,75.7,61.94,0.45
Rip Curl,Fashion Hoodies & Sweatshirts,Men,3,128.25,66.31,61.94,0.483
Maple Clothing,Pants & Capris,Women,5,119.95,58.06,61.89,0.516
My Little Pony,Tops & Tees,Women,7,153.93,92.05,61.88,0.402
Cinema Etoile,Sleep & Lounge,Women,6,150.0,88.2,61.8,0.412
Shirt City,Fashion Hoodies & Sweatshirts,Men,4,147.8,86.02,61.78,0.418
Devon & Jones,Fashion Hoodies & Sweatshirts,Women,4,123.96,62.23,61.73,0.498
Toezies,Active,Women,7,105.0,43.37,61.63,0.587
Berkshire,Maternity,Women,7,107.36,45.79,61.57,0.5735
Solmate,Socks & Hosiery,Women,5,100.0,38.5,61.5,0.615
BIG STAR,Pants,Men,5,125.0,63.5,61.5,0.492
Lip Service,Jeans,Men,3,134.85,73.36,61.49,0.456
Frost Hats,Plus,Women,8,135.92,74.48,61.44,0.452
Khakis & Co,Pants & Capris,Women,4,119.96,58.54,61.42,0.512
Jenni,Shorts,Women,10,127.3,65.99,61.31,0.4816
Ed Hardy,Dresses,Women,4,119.96,58.66,61.3,0.511
Hanes,Sleep & Lounge,Women,13,156.23,95.05,61.18,0.3916
Cornerstone,Shorts,Men,5,119.95,58.78,61.17,0.51
TopTie,Accessories,Women,11,110.89,49.76,61.13,0.5513
Ellen Tracy,Pants & Capris,Women,5,134.3,73.19,61.11,0.455
Spanx,Plus,Women,3,114.0,52.9,61.1,0.536
FASHION BOUTIQUE,Fashion Hoodies & Sweatshirts,Women,5,124.95,63.85,61.1,0.489
Sophie b.,Intimates,Women,4,119.16,58.27,60.89,0.511
Geoffrey Beene,Sleep & Lounge,Men,3,104.97,44.09,60.88,0.58
Football Fanatics,Tops & Tees,Men,6,131.7,70.85,60.85,0.462
Speedo,Active,Women,5,99.75,38.9,60.85,0.61
Plush,Socks & Hosiery,Women,3,100.47,39.79,60.68,0.604
Dakota,Plus,Women,5,115.0,54.39,60.61,0.527
Elixir,Shorts,Men,5,124.95,64.35,60.6,0.485
French Connection,Jumpsuits & Rompers,Women,2,137.06,76.48,60.58,0.442
Curious Designs,Skirts,Women,2,95.9,35.39,60.51,0.631
G by GUESS,Plus,Women,5,122.5,61.99,60.51,0.494
M. Rena,Tops & Tees,Women,5,125.0,64.5,60.5,0.484
FootJoy,Active,Men,10,99.5,39.0,60.5,0.608
Danbury,Accessories,Men,6,107.94,47.49,60.45,0.56
Cashmere Int,Plus,Women,8,119.32,58.88,60.44,0.5066
Scarf_tradinginc,Plus,Women,16,119.1,58.68,60.42,0.5073
DKNYC,Leggings,Women,6,146.28,85.91,60.37,0.4127
COPEN SPORTSWEAR,Jeans,Men,3,119.97,59.63,60.34,0.503
Jenni,Fashion Hoodies & Sweatshirts,Women,4,117.64,57.41,60.23,0.512
Bass,Socks,Men,11,154.0,93.79,60.21,0.391
Charter Club,Intimates,Women,4,116.0,55.8,60.2,0.519
Eddie Bauer,Suits & Sport Coats,Men,2,99.98,39.79,60.19,0.602
JM,Underwear,Men,7,111.65,51.47,60.18,0.539
Helly Hansen,Socks,Men,7,157.2,97.03,60.17,0.3828
Snug Camisole,Intimates,Women,3,120.0,59.88,60.12,0.501
LRG,Accessories,Men,4,106.36,46.27,60.09,0.565
Kenneth Cole REACTION,Plus,Women,5,114.75,54.74,60.01,0.523
ROGUE,Accessories,Men,3,99.0,39.01,59.99,0.606
Covington,Sleep & Lounge,Men,4,99.96,39.98,59.98,0.6
DC,Active,Men,3,105.0,45.15,59.85,0.57
Spalding,Active,Men,4,100.0,40.2,59.8,0.598
COCO,Swim,Women,5,99.95,40.18,59.77,0.598
Walking Dead,Tops & Tees,Women,6,140.94,81.29,59.65,0.4232
Rockport,Socks,Men,10,149.95,90.39,59.56,0.3972
INDERA THERMALS,Sleep & Lounge,Women,10,139.55,80.01,59.54,0.4267
TheLees,Sweaters,Men,4,118.0,58.53,59.47,0.504
Switchblade Stiletto,Plus,Women,2,128.0,68.61,59.39,0.464
J Hat,Accessories,Women,4,103.96,44.6,59.36,0.571
Cecico Clothing,Tops & Tees,Women,7,139.93,80.6,59.33,0.424
My1stwish,Blazers & Jackets,Women,3,101.85,42.57,59.28,0.582
Lucky Brand,Plus,Women,2,119.0,59.74,59.26,0.498
ChalkTalkSPORTS,Active,Men,12,107.88,48.63,59.25,0.5492
Forum Novelties Inc.,Intimates,Women,4,127.56,68.37,59.19,0.464
Dickies,Shorts,Women,3,109.59,50.41,59.18,0.54
Buckwear,Tops & Tees,Men,5,125.0,65.87,59.13,0.473
Ilitia,Socks & Hosiery,Women,7,102.48,43.36,59.12,0.5769
Blanks,Sweaters,Men,6,119.88,60.78,59.1,0.493
LRG,Socks,Men,28,143.66,84.62,59.04,0.411
Safe-T-Gard,Active,Men,12,95.4,36.41,58.99,0.6183
Island Outfitters,Swim,Men,4,159.96,101.09,58.87,0.368
Kalon,Accessories,Women,12,95.88,37.06,58.82,0.6135
HUE,Shorts,Women,4,120.0,61.2,58.8,0.49
Christian Audigier,Jeans,Men,5,139.95,81.17,58.78,0.42
alight,Jumpsuits & Rompers,Women,5,124.95,66.22,58.73,0.47
BluePrint,Skirts,Women,2,105.98,47.27,58.71,0.554
Kenneth Cole,Accessories,Women,4,91.96,33.29,58.67,0.638
Fox Racing,Accessories,Men,4,103.96,45.33,58.63,0.564
Next Level,Fashion Hoodies & Sweatshirts,Men,5,139.15,80.57,58.58,0.421
Chaps,Tops & Tees,Men,4,131.52,72.99,58.53,0.445
Royce Leather,Accessories,Men,4,104.52,45.99,58.53,0.56
Sons of Anarchy,Shorts,Women,4,111.96,53.52,58.44,0.522
TS Swim,Swim,Men,5,149.75,91.35,58.4,0.39
Amanda Uprichard,Shorts,Women,5,125.0,66.62,58.38,0.467
TrailHeads,Plus,Women,4,112.0,53.65,58.35,0.521
Monte Carlo,Socks,Men,5,149.95,91.62,58.33,0.389
Powerhouse Gym,Tops & Tees,Men,6,119.7,61.41,58.29,0.487
Trendy Tummy Maternity,Maternity,Women,1,99.99,41.7,58.29,0.583
Jessie G.,Skirts,Women,4,99.96,41.78,58.18,0.582
Maidenform,Plus,Women,7,122.0,63.82,58.18,0.4769
Bungalow,Accessories,Women,6,95.94,37.8,58.14,0.606
Caribbean Sand,Swim,Women,3,98.97,40.97,58.0,0.586
White Sierra,Outerwear & Coats,Women,2,113.9,56.04,57.86,0.508
Snoozies,Socks,Men,9,134.55,76.78,57.77,0.4293
Sauce,Fashion Hoodies & Sweatshirts,Women,3,119.85,62.08,57.77,0.482
Hollywood Star Fashion,Tops & Tees,Women,15,129.3,71.56,57.74,0.4465
Rampage,Active,Women,7,98.0,40.28,57.72,0.589
ASICS,Maternity,Women,4,107.84,50.15,57.69,0.535
Charter Club,Socks & Hosiery,Women,4,99.96,42.28,57.68,0.577
Tilley,Socks,Men,9,152.0,94.35,57.65,0.3793
Guy Harvey,Shorts,Women,6,113.94,56.29,57.65,0.506
Little Adventures,Intimates,Women,3,110.97,53.38,57.59,0.519
Celina,Swim,Women,4,99.96,42.38,57.58,0.576
Diabetic Care,Active,Men,7,104.65,47.09,57.56,0.55
Lynn Ritchie,Sweaters,Women,5,99.75,42.19,57.56,0.577
Warrior,Shorts,Men,3,105.0,47.46,57.54,0.548
Vocal,Tops & Tees,Women,3,140.97,83.45,57.52,0.408
Walls,Tops & Tees,Men,6,135.48,78.04,57.44,0.424
Frost Hats,Accessories,Women,6,101.94,44.65,57.29,0.562
By The Sword Inc.,Intimates,Women,3,135.0,77.76,57.24,0.424
Winn,Accessories,Men,4,99.8,42.61,57.19,0.573
CoffeeShop,Outerwear & Coats,Women,2,102.4,45.26,57.14,0.558
