brand,category,department,units_sold_90d,sales_dollars_90d,inventory_units,inventory_cost,unit_cover_ratio,action_flag
Sox Shop,Active,Women,0,0,8,45.960000157356262,,Markdown Risk
High Style,Active,Women,0,0,5,75.27465369678886,,Markdown Risk
YogaColors,Active,Women,0,0,21,161.07662907300403,,Markdown Risk
YogaColors,Active,Men,0,0,26,198.34880484848921,,Markdown Risk
Zero Restriction,Active,Men,0,0,12,798.67011049013036,,Markdown Risk
Zoot,Active,Men,0,0,10,758.52000258862972,,Markdown Risk
alo Sport,Active,Women,0,0,11,296.59300146996975,,Markdown Risk
NEFF,Active,Men,0,0,9,154.53810384069533,,Markdown Risk
Hot from Hollywood,Blazers & Jackets,Women,0,0,9,78.268679544552867,,Markdown Risk
525 America,Blazers & Jackets,Women,0,0,15,902.97000646940421,,Markdown Risk
AxParis,Blazers & Jackets,Women,0,0,24,489.85250231251121,,Markdown Risk
BCBGeneration,Blazers & Jackets,Women,0,0,4,86.58204483907582,,Markdown Risk
Babakul,Blazers & Jackets,Women,0,0,3,142.35000117681918,,Markdown Risk
C. Luce,Blazers & Jackets,Women,0,0,7,232.99135193933478,,Markdown Risk
Peter Nyg̴rd,Blazers & Jackets,Women,0,0,8,265.57600175589323,,Markdown Risk
CoreyLynnCalter,Blazers & Jackets,Women,0,0,12,315.68400406837458,,Markdown Risk
Steel Paisley,Blazers & Jackets,Women,0,0,4,194.88000154495239,,Markdown Risk
D&G Dolce & Gabbana,Blazers & Jackets,Women,0,0,8,358.09200230240828,,Markdown Risk
DB Life Dana Buchman,Blazers & Jackets,Women,0,0,13,308.82853132519085,,Markdown Risk
dollhouse,Blazers & Jackets,Women,0,0,12,142.43400445251172,,Markdown Risk
Ed Garments,Blazers & Jackets,Women,0,0,15,981.9012392796127,,Markdown Risk
Ella Moss,Blazers & Jackets,Women,0,0,6,549.93600350618351,,Markdown Risk
Huafeng,Blazers & Jackets,Women,0,0,13,430.40400266367942,,Markdown Risk
Ice,Blazers & Jackets,Women,0,0,11,116.24348978150101,,Markdown Risk
IGIGI by Yuliya Raquel,Blazers & Jackets,Women,0,0,4,237.63200157508257,,Markdown Risk
Isaac Mizrahi Jeans,Blazers & Jackets,Women,0,0,3,93.4104626615578,,Markdown Risk
KUT from the Kloth,Blazers & Jackets,Women,0,0,3,28.2750001992099,,Markdown Risk
Kensie,Blazers & Jackets,Women,0,0,3,52.8583807998848,,Markdown Risk
Lilly Pulitzer,Blazers & Jackets,Women,0,0,15,1595.8800052106383,,Markdown Risk
MAXSTUDIO,Blazers & Jackets,Women,0,0,37,3383.29802422598,,Markdown Risk
METROPARK,Blazers & Jackets,Women,0,0,7,112.55790506613108,,Markdown Risk
Mac & Jac,Blazers & Jackets,Women,0,0,14,472.447492304798,,Markdown Risk
Magaschoni,Blazers & Jackets,Women,0,0,18,4661.244038566947,,Markdown Risk
Patterson J. Kincaid,Blazers & Jackets,Women,0,0,7,444.12041061461792,,Markdown Risk
Pencey,Blazers & Jackets,Women,0,0,13,1006.2000080198048,,Markdown Risk
Plenty by Tracy Reese,Blazers & Jackets,Women,0,0,4,393.64800238609314,,Markdown Risk
Fashion Love,Blazers & Jackets,Women,0,0,19,269.59859848178542,,Markdown Risk
Libian,Blazers & Jackets,Women,0,0,9,91.872000474482775,,Markdown Risk
RAY&LI,Blazers & Jackets,Women,0,0,8,139.57208596156363,,Markdown Risk
Rafaella,Blazers & Jackets,Women,0,0,11,212.34774224715886,,Markdown Risk
Rails,Blazers & Jackets,Women,0,0,7,480.48000302910805,,Markdown Risk
Ralph Lauren,Blazers & Jackets,Women,0,0,25,1357.9559525165862,,Markdown Risk
Rampage,Blazers & Jackets,Women,0,0,7,61.862852430337682,,Markdown Risk
PacSun,Blazers & Jackets,Women,0,0,9,125.49150070454925,,Markdown Risk
Fashion Victim,Blazers & Jackets,Women,0,0,5,97.730453936922572,,Markdown Risk
Switchblade Stiletto,Blazers & Jackets,Women,0,0,3,89.376000635325909,,Markdown Risk
The West Coast,Blazers & Jackets,Women,0,0,7,171.57000136747956,,Markdown Risk
VIP FASHION,Blazers & Jackets,Women,0,0,5,32.699549679663775,,Markdown Risk
Vivienne Westwood,Blazers & Jackets,Women,0,0,20,2738.3250181749463,,Markdown Risk
Volcom,Blazers & Jackets,Women,0,0,9,285.57000221684575,,Markdown Risk
Voom,Blazers & Jackets,Women,0,0,7,209.95100076124072,,Markdown Risk
Willow & Clay,Blazers & Jackets,Women,0,0,9,235.05525194155055,,Markdown Risk
Women Only,Blazers & Jackets,Women,0,0,2,11.484000099822881,,Markdown Risk
UjENA,Clothing Sets,Women,0,0,8,458.54639073488715,,Markdown Risk
Bus Stop,Clothing Sets,Women,0,0,4,127.88116351991535,,Markdown Risk
Calvin Klein,Clothing Sets,Women,0,0,1,32.899999804794788,,Markdown Risk
Kiyonna,Clothing Sets,Women,0,0,6,322.60799878835672,,Markdown Risk
Samanthas Style Shoppe,Clothing Sets,Women,0,0,6,124.82442407919643,,Markdown Risk
Only Necessities,Clothing Sets,Women,0,0,9,322.186418255944,,Markdown Risk
Taraluna,Clothing Sets,Women,0,0,12,523.7999986857177,,Markdown Risk
Sutton Studio,Clothing Sets,Women,0,0,11,632.5744024376404,,Markdown Risk
VA VA VOOM,Clothing Sets,Women,0,0,8,328.67302856656079,,Markdown Risk
Woman Within,Clothing Sets,Women,0,0,5,334.96649187514936,,Markdown Risk
City Lights,Clothing Sets,Women,0,0,4,485.47859023057822,,Markdown Risk
A.B.S. by Allen Schwartz,Dresses,Women,0,0,10,443.74120734547375,,Markdown Risk
Ali Ro,Dresses,Women,0,0,6,400.07518608625526,,Markdown Risk
Alternative,Dresses,Women,0,0,7,210.86799954250455,,Markdown Risk
Amanda Uprichard,Dresses,Women,0,0,17,1611.279986370952,,Markdown Risk
Aqua,Dresses,Women,0,0,3,70.702739436859488,,Markdown Risk
A:X Armani Exchange,Dresses,Women,0,0,7,299.99199983477592,,Markdown Risk
Christopher Fischer,Dresses,Women,0,0,10,636.99999786913406,,Markdown Risk
Connected,Dresses,Women,0,0,8,228.4799998998642,,Markdown Risk
Design History,Dresses,Women,0,0,19,1390.650000795722,,Markdown Risk
dollhouse,Dresses,Women,0,0,2,12.614999988116324,,Markdown Risk
Eva Franco,Dresses,Women,0,0,18,1153.2552553770111,,Markdown Risk
GUESS,Dresses,Women,0,0,3,146.11799930781126,,Markdown Risk
Gypsy 05,Dresses,Women,0,0,3,210.63900016620755,,Markdown Risk
Icebreaker,Dresses,Women,0,0,8,387.50999927520752,,Markdown Risk
Joie,Dresses,Women,0,0,15,2042.039994802326,,Markdown Risk
Kenneth Cole,Dresses,Women,0,0,7,228.62224757517339,,Markdown Risk
Kirra,Dresses,Women,0,0,10,139.44189853621126,,Markdown Risk
LAT Sportswear,Dresses,Women,0,0,13,201.37078078112125,,Markdown Risk
Leo's,Dresses,Women,0,0,6,91.56906436015575,,Markdown Risk
Maggy London,Dresses,Women,0,0,20,932.31117935628777,,Markdown Risk
MontyQ,Dresses,Women,0,0,12,157.46399925649166,,Markdown Risk
Pencey,Dresses,Women,0,0,6,314.35799878835672,,Markdown Risk
Pencey Standard,Dresses,Women,0,0,5,51.6249998472631,,Markdown Risk
Pendleton,Dresses,Women,0,0,4,69.9063219173479,,Markdown Risk
Fashion Love,Dresses,Women,0,0,6,131.21999938040975,,Markdown Risk
Quiksilver,Dresses,Women,0,0,20,592.6199996098876,,Markdown Risk
Robert Rodriguez,Dresses,Women,0,0,28,4320.0899890623987,,Markdown Risk
PinkClubwear,Dresses,Women,0,0,13,171.95490444035681,,Markdown Risk
Sourpuss Clothing,Dresses,Women,0,0,8,167.99640243751404,,Markdown Risk
Star Vixen,Dresses,Women,0,0,39,855.21999835968018,,Markdown Risk
Tart,Dresses,Women,0,0,10,607.91999895125628,,Markdown Risk
Taylor,Dresses,Women,0,0,6,416.17199935019016,,Markdown Risk
Ted Baker,Dresses,Women,0,0,5,582.79999922961,,Markdown Risk
Three Dots,Dresses,Women,0,0,11,382.45440321025848,,Markdown Risk
Bitablue,Dresses,Women,0,0,3,121.48499977122989,,Markdown Risk
Trixxi,Dresses,Women,0,0,34,384.79999948758632,,Markdown Risk
Twelfth Street by Cynthia Vincent,Dresses,Women,0,0,3,269.68499952927232,,Markdown Risk
U.S. Polo Assn.,Dresses,Women,0,0,6,68.500619185027787,,Markdown Risk
VIP,Dresses,Women,0,0,8,45.215679166860582,,Markdown Risk
Velvet,Dresses,Women,0,0,7,860.803996682167,,Markdown Risk
Vince Camuto,Dresses,Women,0,0,22,1323.3000017702579,,Markdown Risk
Vivienne Westwood,Dresses,Women,0,0,8,989.67200850117217,,Markdown Risk
Wallflower,Dresses,Women,0,0,9,91.228499505668879,,Markdown Risk
MTC,Dresses,Women,0,0,9,62.025209092867541,,Markdown Risk
Newport News,Dresses,Women,0,0,6,75.034979325447665,,Markdown Risk
erin Erin Fetherston,Dresses,Women,0,0,3,430.55999731644988,,Markdown Risk
10 Deep,Fashion Hoodies & Sweatshirts,Men,0,0,14,750.93477634936266,,Markdown Risk
2117 of Sweden,Fashion Hoodies & Sweatshirts,Women,0,0,12,311.51484744157256,,Markdown Risk
55DSL,Fashion Hoodies & Sweatshirts,Women,0,0,7,266.69999971054494,,Markdown Risk
Next Level,Fashion Hoodies & Sweatshirts,Men,0,0,4,64.454279813350439,,Markdown Risk
66 North,Fashion Hoodies & Sweatshirts,Women,0,0,7,436.59000091999769,,Markdown Risk
7 Diamonds,Fashion Hoodies & Sweatshirts,Men,0,0,5,197.89500080049041,,Markdown Risk
Annabelle,Fashion Hoodies & Sweatshirts,Women,0,0,16,119.10350014828146,,Markdown Risk
Abbey Dawn,Fashion Hoodies & Sweatshirts,Women,0,0,15,905.35200154781342,,Markdown Risk
Activewear Apparel,Fashion Hoodies & Sweatshirts,Men,0,0,20,432.49701778876783,,Markdown Risk
Akomplice,Fashion Hoodies & Sweatshirts,Men,0,0,7,488.88000190258026,,Markdown Risk
American Fighter,Fashion Hoodies & Sweatshirts,Men,0,0,16,401.19961628792078,,Markdown Risk
Andrew Christian,Fashion Hoodies & Sweatshirts,Men,0,0,5,151.9250001758337,,Markdown Risk
Arbor,Fashion Hoodies & Sweatshirts,Men,0,0,7,286.98353869203271,,Markdown Risk
Armada,Fashion Hoodies & Sweatshirts,Men,0,0,10,557.54488322441136,,Markdown Risk
ARROW,Fashion Hoodies & Sweatshirts,Men,0,0,13,420.42000062763691,,Markdown Risk
Barefoot Dreams,Fashion Hoodies & Sweatshirts,Men,0,0,12,708.840000629425,,Markdown Risk
Port,Fashion Hoodies & Sweatshirts,Men,0,0,22,274.84239690911249,,Markdown Risk
Bayside Apparel,Fashion Hoodies & Sweatshirts,Men,0,0,13,430.51684161751319,,Markdown Risk
Bench,Fashion Hoodies & Sweatshirts,Women,0,0,40,1930.3960021305829,,Markdown Risk
Prairie Underground,Fashion Hoodies & Sweatshirts,Women,0,0,25,3198.1280078142881,,Markdown Risk
Ragged Ends,Fashion Hoodies & Sweatshirts,Women,0,0,4,62.039999887347214,,Markdown Risk
Bravado,Fashion Hoodies & Sweatshirts,Men,0,0,6,95.994838728282446,,Markdown Risk
Cactus Fashion,Fashion Hoodies & Sweatshirts,Women,0,0,33,630.17131420090891,,Markdown Risk
Candies,Fashion Hoodies & Sweatshirts,Women,0,0,10,159.46000021183863,,Markdown Risk
Canyon Ridge,Fashion Hoodies & Sweatshirts,Men,0,0,9,148.23000018834136,,Markdown Risk
,Fashion Hoodies & Sweatshirts,Women,0,0,7,165.00645342510867,,Markdown Risk
Charles River Apparel,Fashion Hoodies & Sweatshirts,Men,0,0,4,66.507843470308785,,Markdown Risk
Citizen,Fashion Hoodies & Sweatshirts,Women,0,0,12,811.15018388858709,,Markdown Risk
blank apparel,Fashion Hoodies & Sweatshirts,Women,0,0,14,137.232618692956,,Markdown Risk
Samanthas Style Shoppe,Fashion Hoodies & Sweatshirts,Women,0,0,4,54.263638671517967,,Markdown Risk
Colorado Clothing,Fashion Hoodies & Sweatshirts,Women,0,0,6,96.317102455468472,,Markdown Risk
Columbia,Fashion Hoodies & Sweatshirts,Women,0,0,12,224.07336461727263,,Markdown Risk
Jedzebel,Fashion Hoodies & Sweatshirts,Women,0,0,7,220.34249093418941,,Markdown Risk
Wyoming West Designs Llc,Fashion Hoodies & Sweatshirts,Women,0,0,14,281.86236125471413,,Markdown Risk
Dakota Grizzly,Fashion Hoodies & Sweatshirts,Men,0,0,6,239.69009016006586,,Markdown Risk
NBC Universal,Fashion Hoodies & Sweatshirts,Men,0,0,9,285.6123985463052,,Markdown Risk
Elixir,Fashion Hoodies & Sweatshirts,Men,0,0,6,176.96460589707789,,Markdown Risk
Marc Ecko,Fashion Hoodies & Sweatshirts,Women,0,0,9,99.635129080745315,,Markdown Risk
Element,Fashion Hoodies & Sweatshirts,Men,0,0,9,313.26750047877431,,Markdown Risk
Enjoi,Fashion Hoodies & Sweatshirts,Men,0,0,21,599.637163078195,,Markdown Risk
Escargot Sportswear,Fashion Hoodies & Sweatshirts,Women,0,0,13,238.38165493166665,,Markdown Risk
Etnies,Fashion Hoodies & Sweatshirts,Men,0,0,26,803.65851168303413,,Markdown Risk
F.U.S.A.I,Fashion Hoodies & Sweatshirts,Men,0,0,11,123.35828873829456,,Markdown Risk
Five Four,Fashion Hoodies & Sweatshirts,Men,0,0,5,82.4724994822964,,Markdown Risk
Fossil,Fashion Hoodies & Sweatshirts,Men,0,0,11,211.92599970102307,,Markdown Risk
Fox Outdoor,Fashion Hoodies & Sweatshirts,Men,0,0,13,168.73999995738268,,Markdown Risk
G by GUESS,Fashion Hoodies & Sweatshirts,Women,0,0,7,174.98250028397885,,Markdown Risk
Golds Gym,Fashion Hoodies & Sweatshirts,Men,0,0,23,675.5238097701789,,Markdown Risk
Bass,Fashion Hoodies & Sweatshirts,Men,0,0,7,220.50000015646222,,Markdown Risk
Green Tea,Fashion Hoodies & Sweatshirts,Women,0,0,33,397.540303876265,,Markdown Risk
HARAJUKU LOVERS,Fashion Hoodies & Sweatshirts,Women,0,0,10,396.060000769794,,Markdown Risk
Harajuku,Fashion Hoodies & Sweatshirts,Women,0,0,22,694.54362790904815,,Markdown Risk
Hatley,Fashion Hoodies & Sweatshirts,Women,0,0,8,227.62720348669885,,Markdown Risk
Hee Grand,Fashion Hoodies & Sweatshirts,Men,0,0,5,177.87035563815536,,Markdown Risk
Howe,Fashion Hoodies & Sweatshirts,Men,0,0,7,318.35299996286636,,Markdown Risk
Huafeng,Fashion Hoodies & Sweatshirts,Women,0,0,6,164.85252481624065,,Markdown Risk
HYP,Fashion Hoodies & Sweatshirts,Women,0,0,16,127.55295184248985,,Markdown Risk
Ian Leino Design,Fashion Hoodies & Sweatshirts,Men,0,0,8,191.05200024275109,,Markdown Risk
Independent Trading Co,Fashion Hoodies & Sweatshirts,Women,0,0,4,70.133043309698849,,Markdown Risk
Jack,Fashion Hoodies & Sweatshirts,Women,0,0,7,261.97499991394579,,Markdown Risk
Joe's Jeans,Fashion Hoodies & Sweatshirts,Women,0,0,17,724.50691584942342,,Markdown Risk
John Deere,Fashion Hoodies & Sweatshirts,Women,0,0,21,507.40908736991719,,Markdown Risk
Bigmansland,Fashion Hoodies & Sweatshirts,Women,0,0,3,38.701649720361829,,Markdown Risk
Keep On Truckin' Apparel,Fashion Hoodies & Sweatshirts,Men,0,0,13,327.92175433137271,,Markdown Risk
Loyal,Fashion Hoodies & Sweatshirts,Women,0,0,10,203.17400409819928,,Markdown Risk
Lucky Brand,Fashion Hoodies & Sweatshirts,Women,0,0,32,985.09547089783,,Markdown Risk
Monarchy,Fashion Hoodies & Sweatshirts,Men,0,0,6,83.666519402391771,,Markdown Risk
Macks Prairie Wings,Fashion Hoodies & Sweatshirts,Men,0,0,4,98.798043811446092,,Markdown Risk
Margaret O'Leary,Fashion Hoodies & Sweatshirts,Women,0,0,3,299.3436244501014,,Markdown Risk
Port Company,Fashion Hoodies & Sweatshirts,Men,0,0,8,67.797599182033537,,Markdown Risk
Black Market-Lowbrow,Fashion Hoodies & Sweatshirts,Men,0,0,18,449.94550781404962,,Markdown Risk
Wool Overs,Fashion Hoodies & Sweatshirts,Men,0,0,4,115.3600001335144,,Markdown Risk
Central Park,Fashion Hoodies & Sweatshirts,Men,0,0,16,151.23663414157983,,Markdown Risk
Michael Stars,Fashion Hoodies & Sweatshirts,Women,0,0,15,538.21404780368584,,Markdown Risk
Mishka,Fashion Hoodies & Sweatshirts,Men,0,0,8,220.57920370482583,,Markdown Risk
Independent,Fashion Hoodies & Sweatshirts,Women,0,0,4,54.411839810449479,,Markdown Risk
Natural Gear,Fashion Hoodies & Sweatshirts,Men,0,0,16,449.51009577213057,,Markdown Risk
NLA,Fashion Hoodies & Sweatshirts,Women,0,0,3,18.101999994367361,,Markdown Risk
Nintendo,Fashion Hoodies & Sweatshirts,Men,0,0,4,90.200000122189522,,Markdown Risk
Ouran High School,Fashion Hoodies & Sweatshirts,Men,0,0,16,584.1590439023887,,Markdown Risk
Pacman,Fashion Hoodies & Sweatshirts,Men,0,0,8,191.21952773999755,,Markdown Risk
Pendleton,Fashion Hoodies & Sweatshirts,Men,0,0,13,683.90400081127882,,Markdown Risk
Poof,Fashion Hoodies & Sweatshirts,Women,0,0,14,122.4039588029766,,Markdown Risk
Port Authority,Fashion Hoodies & Sweatshirts,Women,0,0,12,283.18553099486508,,Markdown Risk
Portal 2,Fashion Hoodies & Sweatshirts,Men,0,0,9,342.98425891841418,,Markdown Risk
Rafaella,Fashion Hoodies & Sweatshirts,Women,0,0,12,93.699004094883833,,Markdown Risk
Rebel,Fashion Hoodies & Sweatshirts,Men,0,0,10,615.497417542881,,Markdown Risk
Retro Brand,Fashion Hoodies & Sweatshirts,Women,0,0,7,123.66718372265592,,Markdown Risk
Ride,Fashion Hoodies & Sweatshirts,Men,0,0,15,314.94480562124841,,Markdown Risk
Rusty,Fashion Hoodies & Sweatshirts,Women,0,0,11,396.39600024931133,,Markdown Risk
Standard Supply,Fashion Hoodies & Sweatshirts,Men,0,0,14,210.34985924549341,,Markdown Risk
Sauce,Fashion Hoodies & Sweatshirts,Women,0,0,8,165.55280350927708,,Markdown Risk
Saved by the Bell,Fashion Hoodies & Sweatshirts,Women,0,0,4,56.785201549626144,,Markdown Risk
SmartWool,Fashion Hoodies & Sweatshirts,Women,0,0,4,194.47999991476536,,Markdown Risk
So-So Happy,Fashion Hoodies & Sweatshirts,Women,0,0,17,387.32253345394088,,Markdown Risk
Sourpuss Clothing,Fashion Hoodies & Sweatshirts,Women,0,0,11,313.39000065810973,,Markdown Risk
Spiderman,Fashion Hoodies & Sweatshirts,Men,0,0,10,337.55369014022051,,Markdown Risk
Spreadshirt,Fashion Hoodies & Sweatshirts,Women,0,0,12,247.75200007483363,,Markdown Risk
Sullen,Fashion Hoodies & Sweatshirts,Men,0,0,8,257.37000400975347,,Markdown Risk
Superdry,Fashion Hoodies & Sweatshirts,Men,0,0,10,510.00000163912767,,Markdown Risk
TEXTILE Elizabeth and James,Fashion Hoodies & Sweatshirts,Women,0,0,15,963.52499993517984,,Markdown Risk
TRUKFIT,Fashion Hoodies & Sweatshirts,Men,0,0,18,792.54000337421894,,Markdown Risk
The Big Bang Theory,Fashion Hoodies & Sweatshirts,Women,0,0,5,102.85275152575599,,Markdown Risk
The North Face,Fashion Hoodies & Sweatshirts,Men,0,0,9,4721.7870019376278,,Markdown Risk
Three Dots,Fashion Hoodies & Sweatshirts,Women,0,0,21,746.78089800148462,,Markdown Risk
Orvis,Fashion Hoodies & Sweatshirts,Women,0,0,11,371.56500037014484,,Markdown Risk
Tokidoki,Fashion Hoodies & Sweatshirts,Men,0,0,9,443.13749908469617,,Markdown Risk
Trukfit,Fashion Hoodies & Sweatshirts,Men,0,0,3,84.296101225496827,,Markdown Risk
College Classics,Fashion Hoodies & Sweatshirts,Women,0,0,4,82.2970019645542,,Markdown Risk
UltraClub,Fashion Hoodies & Sweatshirts,Women,0,0,6,181.6036250309526,,Markdown Risk
Canvas,Fashion Hoodies & Sweatshirts,Men,0,0,9,161.6214679578701,,Markdown Risk
Cleverbrand,Fashion Hoodies & Sweatshirts,Women,0,0,12,108.90551873160477,,Markdown Risk
Cleverbrand,Fashion Hoodies & Sweatshirts,Men,0,0,8,82.998479249854086,,Markdown Risk
URBAN,Fashion Hoodies & Sweatshirts,Women,0,0,5,53.853449490002546,,Markdown Risk
WESC,Fashion Hoodies & Sweatshirts,Women,0,0,5,151.76550236745553,,Markdown Risk
Weatherproof,Fashion Hoodies & Sweatshirts,Men,0,0,6,105.55271468570709,,Markdown Risk
Weatherproof,Fashion Hoodies & Sweatshirts,Women,0,0,7,103.36220428124531,,Markdown Risk
Animal Planet,Fashion Hoodies & Sweatshirts,Men,0,0,6,155.88660307990909,,Markdown Risk
White Sierra,Fashion Hoodies & Sweatshirts,Women,0,0,13,242.53645496651367,,Markdown Risk
American Eagle,Fashion Hoodies & Sweatshirts,Women,0,0,9,224.90999990142882,,Markdown Risk
Under Armour,Fashion Hoodies & Sweatshirts,Women,0,0,14,476.63642632825417,,Markdown Risk
FASHION BOUTIQUE,Fashion Hoodies & Sweatshirts,Women,0,0,9,114.92900935289425,,Markdown Risk
vip boutique,Fashion Hoodies & Sweatshirts,Women,0,0,9,75.45005911787743,,Markdown Risk
Woodleigh,Fashion Hoodies & Sweatshirts,Women,0,0,4,215.9880005791783,,Markdown Risk
Xtreme Couture,Fashion Hoodies & Sweatshirts,Men,0,0,16,614.60000112652779,,Markdown Risk
Zobha,Fashion Hoodies & Sweatshirts,Women,0,0,12,520.70218374182582,,Markdown Risk
Lingerie,Intimates,Women,0,0,4,26.863319477893711,,Markdown Risk
Be Wicked,Intimates,Women,0,0,22,461.55556839510785,,Markdown Risk
A-Line,Intimates,Women,0,0,9,237.81195330955546,,Markdown Risk
A.B.S. by Allen Schwartz,Intimates,Women,0,0,5,109.9999997764826,,Markdown Risk
Ames,Intimates,Women,0,0,12,172.1311181508797,,Markdown Risk
Annette,Intimates,Women,0,0,9,146.87999993562698,,Markdown Risk
Apt 9,Intimates,Women,0,0,14,292.31999941170216,,Markdown Risk
Ardyss,Intimates,Women,0,0,44,2205.673996808473,,Markdown Risk
Avenue,Intimates,Women,0,0,11,74.355597698656467,,Markdown Risk
Bella Materna,Intimates,Women,0,0,8,300.55999986827374,,Markdown Risk
Berkshire,Intimates,Women,0,0,5,22.7416000737451,,Markdown Risk
Bravado! Designs,Intimates,Women,0,0,15,418.65130369289119,,Markdown Risk
Torrid,Intimates,Women,0,0,8,17.759999990463257,,Markdown Risk
Slim N Lift,Intimates,Women,0,0,10,70.016098628894966,,Markdown Risk
CW-X,Intimates,Women,0,0,8,257.27999970316887,,Markdown Risk
Creative Artistry,Intimates,Women,0,0,7,28.756979523959089,,Markdown Risk
Charter Club,Intimates,Women,0,0,6,83.694000106304884,,Markdown Risk
